product_id,product_name,category,brand,revenue,profit,quantity_sold,profit_margin_pct
201,Nimbus Fiction Lite,Books,Nimbus,546749.39,127645.06999999999,2841,23.35
111,Bluecrest Non-Fiction Lite,Books,Bluecrest,546043.77,142141.32,2835,26.03
58,Pioneer Academic Plus,Books,Pioneer,536667.42,101309.75,2959,18.88
126,Vertex Toys Air,Toys & Baby,Vertex,526883.91,191187.43,2702,36.29
198,Sable Staples Air,Grocery,Sable,521982.39,142248.38999999998,2850,27.25
268,Nimbus Snacks Plus,Grocery,Nimbus,464665.37,105571.83,2983,22.72
81,Orbit Snacks Lite,Grocery,Orbit,463847.95,138045.55,2838,29.76
280,Vertex Beverages Plus,Grocery,Vertex,455785.23,82488.69,3009,18.1
228,Aria Snacks Air,Grocery,Aria,437750.36,182678.54,3119,41.73
289,Sable Skincare Pro,Beauty & Personal Care,Sable,437220.38,119485.34,3008,27.33
247,Zenith Academic Pro,Books,Zenith,413214.36,71181.26,2867,17.23
41,Ecliptic Staples Classic,Grocery,Ecliptic,412543.3,158818.9,2865,38.5
